Age,Gender,Race,Education Level,Industry,Weekly Hours Worked,Salary (ZAR),Rent (ZAR),Transport (ZAR),Groceries (ZAR),Debt Repayment (ZAR),Savings (ZAR),Entertainment (ZAR),Total Expenses (ZAR),Debt-to-Income Ratio (%),Debt Risk Level
26,Male,Black African,High School,Construction,45,5461,2090.69,744.82,946.92,1576.05,391.25,960.22,6318.69,28.86,Moderate Risk
24,Male,Black African,High School,Education,40,4502,1594.36,486.14,890.93,1798.2,275.55,857.85,5627.48,39.94,Critical Risk
33,Male,Black African,Diploma,Education,50,17406,6486.53,2486.5,3408.52,8456.58,3081.8,2956.96,23795.11,48.58,Critical Risk
30,Male,Black African,Bachelor's,Healthcare,30,28951,9177.57,3364.86,4747.11,14349.39,3206.37,5400.48,37039.41,49.56,Critical Risk
25,Male,Black African,Diploma,Finance,20,28771,10200.26,3244.92,5593.29,13004.8,6345.87,4699.13,36742.4,45.2,Critical Risk
32,Female,Black African,High School,Healthcare,30,7343,2210.4,995.13,1302.74,2349.52,1441.07,1164.1,8021.89,32.0,High Risk
26,Female,Black African,Master's,Retail,20,5112,1882.2,708.64,934.03,2894.54,1235.99,956.49,7375.9,56.62,Critical Risk
25,Male,Black African,High School,Mining,40,27204,10801.6,3144.33,4664.53,7628.59,2240.38,4552.07,30791.13,28.04,Moderate Risk
26,Female,Black African,Diploma,Education,40,18871,5992.37,2738.04,3759.47,5523.61,4680.21,3686.83,21700.32,29.27,Moderate Risk
28,Female,Black African,Diploma,Construction,40,16224,5088.9,2161.17,2988.57,8432.4,2256.9,2924.89,21595.92,51.97,Critical Risk
30,Female,Black African,High School,IT,30,8247,2864.65,877.66,1381.61,1954.91,965.95,1612.12,8690.95,23.7,Moderate Risk
28,Female,Coloured,High School,Mining,45,30519,10518.05,3272.55,5448.65,8104.01,5259.02,5640.87,32984.14,26.55,Moderate Risk
34,Female,Black African,High School,Construction,40,10131,3487.92,1127.15,1959.48,1721.71,2272.81,2011.47,10307.73,16.99,Low Risk
26,Female,Black African,Bachelor's,Education,45,31302,10299.71,4354.78,4796.17,1868.91,7578.45,5229.15,26548.73,5.97,Very Low Risk
31,Female,Black African,Diploma,Finance,30,9892,3104.33,1451.92,1592.13,4486.31,1560.11,1934.39,12569.08,45.35,Critical Risk
31,Female,Black African,Bachelor's,Education,45,21537,8448.69,2986.72,3238.25,1402.43,2864.79,4005.52,20081.61,6.51,Very Low Risk
28,Male,Black African,Diploma,Construction,30,8637,2892.21,874.35,1364.12,2929.64,974.64,1420.95,9481.26,33.92,High Risk
35,Male,Black African,Diploma,Healthcare,20,12962,4416.47,1392.33,2299.33,7598.06,1929.87,2004.62,17710.83,58.62,Critical Risk
31,Female,Black African,Bachelor's,Mining,20,48658,16647.92,6156.07,8209.22,18515.39,9912.88,9370.9,58899.5,38.05,Critical Risk
26,Male,Black African,Master's,Healthcare,45,42813,13391.17,5516.18,7480.64,2851.8,2444.09,7824.89,37064.69,6.66,Very Low Risk
24,Male,Black African,High School,Education,40,14817,4738.43,2102.88,2582.14,6378.74,2957.44,2557.99,18360.18,43.05,Critical Risk
28,Female,Black African,High School,Finance,40,14120,4254.12,1667.09,2251.0,6643.32,1096.74,2610.8,17426.33,47.05,Critical Risk
34,Male,Black African,Bachelor's,Construction,40,16212,5669.86,2319.39,3098.29,3726.87,3316.53,2667.91,17482.32,22.99,Moderate Risk
32,Female,Black African,Master's,Healthcare,40,12595,4476.61,1359.89,2105.29,966.5,834.1,2166.03,11074.31,7.67,Very Low Risk
32,Female,Indian/Asian,PhD,IT,45,34697,11149.94,3806.59,6658.57,7513.42,2728.63,6565.0,35693.52,21.65,Moderate Risk
23,Female,Coloured,Diploma,Education,45,6050,2070.91,691.59,966.4,415.09,1152.83,1149.6,5293.6,6.86,Very Low Risk
33,Female,Coloured,High School,Finance,40,24871,9179.98,2791.6,4157.33,5745.52,4401.45,4373.74,26248.17,23.1,Moderate Risk
30,Male,Indian/Asian,High School,Mining,20,27103,8833.59,3771.62,4935.69,13135.3,2839.56,4277.46,34953.66,48.46,Critical Risk
31,Female,Black African,Master's,Construction,40,23384,7873.88,2736.53,3896.69,12886.79,3595.74,3933.07,31326.95,55.11,Critical Risk
31,Female,Coloured,Diploma,Mining,40,36594,13554.76,3864.73,5883.69,10176.86,7756.38,6884.7,40364.74,27.81,Moderate Risk
33,Female,Black African,High School,IT,40,35467,12756.74,4464.75,6988.69,19631.43,5237.38,5398.08,49239.7,55.35,Critical Risk
22,Male,Black African,Master's,Retail,30,10908,3824.54,1159.83,1882.32,5697.25,1347.56,2006.86,14570.8,52.23,Critical Risk
34,Male,Black African,High School,Healthcare,40,19834,7672.19,2800.11,3885.14,5979.19,2526.13,3765.03,24101.66,30.15,Critical Risk
27,Female,Black African,Bachelor's,Education,30,26868,8249.5,3133.3,5354.17,14569.27,2304.19,4769.57,36075.8,54.23,Critical Risk
28,Male,White,Diploma,Mining,50,34747,12252.05,4333.48,5849.6,11535.49,7102.77,5729.68,39700.3,33.2,High Risk
35,Female,Black African,High School,Education,45,12337,4564.37,1778.88,2064.21,5238.54,1793.81,2232.79,15878.8,42.46,Critical Risk
34,Male,Black African,High School,IT,30,31194,10219.61,3745.52,5004.39,1677.86,4067.98,5584.6,26231.99,5.38,Very Low Risk
29,Male,Black African,High School,Healthcare,40,24120,7929.8,2528.14,4234.21,9679.16,3752.73,4680.76,29052.07,40.13,Critical Risk
31,Male,Black African,Diploma,Finance,40,25255,8835.63,3618.22,4060.53,10378.4,4520.38,4789.45,31682.23,41.09,Critical Risk
30,Male,Black African,Diploma,Education,45,24151,8068.66,2580.96,3921.15,5415.5,2756.51,4198.52,24184.79,22.42,Moderate Risk
23,Female,Coloured,High School,IT,45,16487,5644.93,2268.44,3097.14,8329.78,3122.47,3044.0,22384.28,50.52,Critical Risk
32,Female,Black African,Master's,Construction,30,8056,2973.48,983.32,1384.58,1491.4,602.88,1273.71,8106.5,18.51,Low Risk
31,Male,Black African,High School,Finance,40,13567,4576.0,1879.26,2181.21,4996.11,2856.63,2416.09,16048.67,36.83,High Risk
23,Female,Black African,High School,Construction,20,3579,1083.54,376.4,590.2,1174.35,380.22,545.43,3769.93,32.81,High Risk
26,Male,Black African,High School,Finance,40,12655,3914.43,1735.63,2020.8,3867.26,1116.81,2114.49,13652.62,30.56,High Risk
34,Female,Black African,High School,Finance,45,12492,4379.37,1629.01,2024.02,769.82,3077.59,1977.33,10779.54,6.16,Very Low Risk
26,Male,Black African,PhD,Healthcare,40,47828,18820.91,5320.91,8961.35,27848.76,10737.42,7652.18,68604.1,58.23,Critical Risk
27,Female,Black African,High School,Retail,50,5605,1841.45,682.1,1079.98,2572.59,1020.66,1046.11,7222.22,45.9,Critical Risk
24,Female,Black African,Diploma,Education,30,12934,3911.07,1848.92,2557.32,826.14,2076.24,2181.26,11324.72,6.39,Very Low Risk
29,Female,Black African,Bachelor's,Finance,45,27613,10531.29,3505.4,5509.56,6975.48,3070.8,4256.98,30778.71,25.26,Moderate Risk
34,Female,Black African,Diploma,Mining,20,20449,7713.05,2181.36,3483.72,4765.22,3617.24,4054.76,22198.11,23.3,Moderate Risk
22,Female,Black African,High School,Healthcare,50,9689,3750.68,1335.03,1485.71,2305.22,1030.26,1818.59,10695.23,23.79,Moderate Risk
27,Female,Black African,Bachelor's,Healthcare,40,11493,3983.69,1220.42,2070.39,3986.47,1603.08,2295.05,13556.02,34.69,High Risk
25,Female,Coloured,Bachelor's,Finance,30,19996,6150.14,2351.56,3068.6,1170.56,3273.36,3134.12,15874.98,5.85,Very Low Risk
22,Female,Black African,High School,Mining,50,13296,4185.3,1399.32,2457.71,2044.2,1297.35,2632.59,12719.11,15.37,Low Risk
28,Female,Black African,Diploma,IT,45,23532,9319.58,2819.56,4357.78,3273.3,4051.01,3601.32,23371.54,13.91,Very Low Risk
30,Male,Black African,Master's,Healthcare,40,13472,5194.86,1924.11,2120.51,2575.07,1328.09,2278.76,14093.31,19.11,Low Risk
34,Female,Black African,Diploma,Finance,40,17594,6345.65,2443.95,3309.6,9109.82,1405.68,3175.23,24384.25,51.78,Critical Risk
25,Male,Black African,Bachelor's,Education,30,19896,6071.87,2894.75,3245.05,1459.8,4184.37,3474.08,17145.55,7.34,Very Low Risk
25,Female,Black African,Master's,Finance,40,23788,7294.94,3021.01,4020.76,4967.6,4469.61,4088.74,23393.04,20.88,Low Risk
27,Female,Black African,Diploma,Education,40,16142,5138.23,2143.17,2470.88,8904.31,1720.77,2848.56,21505.15,55.16,Critical Risk
33,Female,Black African,High School,Education,40,6637,2428.32,873.54,1138.63,3353.53,1304.97,1080.37,8874.38,50.53,Critical Risk
24,Male,Black African,High School,Retail,40,3000,1191.84,307.47,495.59,1148.4,262.25,450.0,3593.31,38.28,High Risk
34,Male,Black African,Diploma,Retail,40,4708,1685.16,613.49,856.42,889.26,926.99,740.62,4784.95,18.89,Low Risk
33,Female,Black African,High School,Construction,50,3581,1374.39,442.44,585.35,1472.67,185.03,559.87,4434.72,41.12,Critical Risk
27,Female,White,Master's,IT,50,27190,10239.51,3208.97,4919.9,13427.92,1450.1,4481.96,36278.26,49.39,Critical Risk
28,Male,Black African,Diploma,IT,45,12676,4135.03,1368.48,2092.09,2965.53,831.8,2215.8,12776.93,23.39,Moderate Risk
32,Male,White,Diploma,Education,30,6449,2310.69,685.27,1043.3,514.24,895.08,1238.69,5792.2,7.97,Very Low Risk
31,Female,Black African,Bachelor's,IT,30,31529,11688.98,3952.49,5899.46,18717.49,2711.52,5739.97,45998.38,59.37,Critical Risk
31,Female,Black African,Diploma,Construction,40,5827,1935.87,631.42,963.88,1457.92,1171.09,1084.27,6073.35,25.02,Moderate Risk
24,Male,Black African,High School,IT,50,21387,7722.3,2939.9,3434.14,11008.16,5186.8,3728.91,28833.41,51.47,Critical Risk
28,Male,Black African,High School,Finance,40,18697,5851.03,2592.03,3700.24,2960.98,2682.24,3195.36,18299.65,15.84,Low Risk
35,Male,Black African,Diploma,Finance,30,31928,12135.11,3652.97,6156.55,16619.06,5393.39,5639.94,44203.63,52.05,Critical Risk
24,Female,Black African,Bachelor's,Finance,45,41008,13576.93,5366.7,7134.19,23021.53,4827.38,6638.52,55737.87,56.14,Critical Risk
34,Male,Black African,Diploma,Mining,45,34956,11551.96,3604.72,5373.64,13424.16,4660.58,6607.86,40562.33,38.4,High Risk
34,Male,Black African,High School,Education,30,3537,1319.13,514.16,624.53,1772.81,620.3,664.78,4895.42,50.12,Critical Risk
23,Male,Black African,High School,IT,40,19394,7339.58,2546.82,2943.22,10361.79,3052.56,3677.56,26868.97,53.43,Critical Risk
33,Male,Black African,Bachelor's,Mining,30,39884,14876.92,4696.62,7640.38,20312.74,4464.07,6681.24,54207.9,50.93,Critical Risk
35,Female,Coloured,Master's,Healthcare,40,16652,5549.5,2124.66,2850.72,9415.9,1662.34,2795.31,22736.09,56.55,Critical Risk
31,Male,Black African,High School,Education,30,11123,4360.76,1306.76,1787.57,2138.21,1922.45,1736.1,11329.41,19.22,Low Risk
25,Male,Black African,Bachelor's,Construction,40,4268,1534.39,444.08,803.31,493.73,993.18,766.08,4041.6,11.57,Very Low Risk
33,Male,Black African,Diploma,Healthcare,40,26132,8779.0,2955.81,4135.69,13892.87,1530.41,4565.23,34328.6,53.16,Critical Risk
29,Male,Black African,Diploma,Finance,30,33723,11285.8,3389.78,6231.74,19916.73,2243.65,5293.75,46117.81,59.06,Critical Risk
34,Male,Black African,Bachelor's,Healthcare,20,43076,13262.65,5971.47,7838.4,5977.95,3947.7,6900.31,39950.77,13.88,Very Low Risk
30,Female,Black African,High School,Finance,40,21407,6780.02,3175.32,3383.77,9370.31,3986.82,3349.4,26058.82,43.77,Critical Risk
28,Female,Black African,Diploma,Construction,40,7500,2740.15,864.83,1374.11,2625.12,492.52,1361.51,8965.72,35.0,High Risk
22,Female,Black African,High School,Education,30,9910,3284.74,1346.33,1874.06,1780.6,2268.02,1577.86,9863.6,17.97,Low Risk
24,Female,Black African,High School,Education,20,9470,3085.25,1194.91,1788.65,4187.34,1203.12,1728.12,11984.27,44.22,Critical Risk
34,Female,Black African,Diploma,Construction,30,17592,5286.56,1777.89,3169.61,7220.85,1421.37,3067.84,20522.76,41.05,High Risk
33,Male,Coloured,High School,Construction,40,11430,4393.53,1699.93,1769.53,3190.85,2117.74,1836.63,12890.46,27.92,Moderate Risk
35,Female,Black African,Diploma,IT,40,17761,5811.04,2630.83,2816.15,1051.08,4363.62,2688.7,14997.79,5.92,Very Low Risk
30,Female,Black African,High School,Mining,45,17625,5828.85,2546.56,2905.99,8923.84,3467.37,2730.8,22936.04,50.63,Critical Risk
33,Female,Black African,Diploma,Finance,30,14334,5724.95,1659.13,2821.88,2476.06,1951.37,2390.19,15072.2,17.27,Low Risk
22,Female,Coloured,High School,Retail,30,4307,1498.25,459.54,666.69,1856.16,999.25,774.49,5255.12,43.1,Critical Risk
30,Male,Black African,Bachelor's,Construction,45,7574,2678.84,876.6,1344.18,4536.47,898.28,1169.27,10605.37,59.9,Critical Risk
29,Female,Black African,Diploma,Retail,40,3591,1098.47,491.42,698.87,2018.43,304.57,631.29,4938.49,56.21,Critical Risk
22,Female,Indian/Asian,Master's,IT,40,60790,21324.67,7531.63,10450.38,19239.76,14926.25,11346.33,69892.77,31.65,High Risk
27,Female,Black African,Master's,Construction,40,18756,6425.48,2735.52,3639.7,1808.08,3650.2,3634.93,18243.7,9.64,Very Low Risk
26,Male,Black African,High School,Mining,45,12431,4810.98,1255.21,2065.37,6728.16,1211.24,2381.75,17241.46,54.12,Critical Risk
27,Male,Black African,High School,Finance,40,6353,2238.09,940.73,1093.46,360.75,1098.01,996.53,5629.56,5.68,Very Low Risk
31,Male,Black African,Diploma,IT,50,28657,11087.94,4238.41,5152.39,6394.79,5119.11,5718.16,32591.68,22.31,Moderate Risk
33,Female,Coloured,Diploma,Mining,40,32622,12248.95,4541.54,5955.33,14717.48,4260.52,6500.24,43963.54,45.12,Critical Risk
34,Male,Black African,High School,Retail,45,5770,1738.28,723.35,978.78,2790.89,1105.5,1028.12,7259.43,48.37,Critical Risk
34,Male,Black African,High School,Finance,20,22740,9034.69,2681.33,3934.0,8339.18,2688.18,4079.64,28068.83,36.67,Critical Risk
34,Female,Black African,Diploma,Mining,40,42083,12933.05,6218.97,7601.33,9587.01,5635.45,6885.46,43225.83,22.78,Moderate Risk
26,Male,Black African,Master's,Healthcare,30,44612,13539.71,5998.28,8591.07,5066.22,11116.32,7299.3,40494.58,11.36,Very Low Risk
27,Female,Black African,Master's,Finance,45,31765,10514.58,4390.56,5331.1,10236.76,7804.75,5131.7,35604.7,32.23,High Risk
26,Male,Black African,High School,Healthcare,50,26052,8920.81,3658.01,4636.62,10061.95,1846.93,4539.75,31817.14,38.62,Critical Risk
32,Female,White,High School,Education,40,17995,5800.32,2573.73,3381.93,10582.32,2910.83,3467.47,25805.78,58.81,Critical Risk
33,Female,Black African,High School,Education,40,6281,2196.59,785.58,1244.31,3683.2,578.95,1085.49,8995.17,58.64,Critical Risk
26,Female,Black African,Diploma,Education,40,6655,2640.66,983.77,1038.58,3324.08,711.38,1174.79,9161.89,49.95,Critical Risk
25,Female,Black African,Bachelor's,IT,40,9860,3505.68,1131.49,1518.2,1125.34,1851.49,1938.1,9218.8,11.41,Very Low Risk
24,Male,Black African,Bachelor's,Mining,40,26617,8282.59,3714.02,4042.12,14845.68,5306.56,4416.3,35300.72,55.78,Critical Risk
24,Male,Black African,Diploma,Education,45,23893,9346.67,2541.08,3837.96,6970.78,2740.85,4521.89,27218.38,29.18,Moderate Risk
25,Male,Black African,High School,Construction,20,10648,3311.54,1260.92,1878.99,1027.66,1722.86,1851.45,9330.55,9.65,Very Low Risk
30,Female,Black African,High School,Mining,45,14232,4920.7,1739.26,2254.74,6197.13,2584.05,2607.25,17719.08,43.54,Critical Risk
23,Female,Black African,Master's,Mining,20,74043,25631.68,9455.54,12021.91,32872.95,11437.79,11749.17,91731.24,44.4,Critical Risk
30,Male,Black African,High School,Mining,50,16748,6244.0,1737.96,2649.45,1807.59,844.61,2809.12,15248.13,10.79,Very Low Risk
22,Female,Coloured,High School,Finance,20,28626,10533.49,3428.7,5553.08,2422.73,2051.26,5372.29,27310.29,8.46,Very Low Risk
35,Male,Black African,Bachelor's,Construction,45,19831,7171.83,2292.3,3839.73,11450.14,1372.54,3454.93,28208.94,57.74,Critical Risk
22,Female,Black African,Bachelor's,Healthcare,40,30196,10980.92,3717.01,5227.86,12633.72,3839.01,5011.17,37570.68,41.84,Critical Risk
26,Female,Black African,Master's,Healthcare,45,10352,3892.86,1412.98,1722.75,2008.29,1422.69,1916.47,10953.35,19.4,Low Risk
27,Male,Black African,High School,IT,30,36446,11561.58,3920.3,7147.95,12118.67,4187.3,6383.02,41131.52,33.25,High Risk
27,Female,Black African,Diploma,Education,40,10713,4259.87,1436.89,1944.48,4327.79,1757.92,1931.95,13900.99,40.4,Critical Risk
24,Male,Black African,Diploma,IT,20,34910,12377.8,4114.12,5520.63,10863.65,2414.86,6550.61,39426.81,31.12,High Risk
28,Female,White,Master's,Mining,30,41688,15514.21,4807.48,7941.98,6841.95,10338.55,6732.86,41838.48,16.41,Low Risk
30,Female,Black African,Bachelor's,Retail,40,3334,1193.2,400.46,551.88,291.57,434.45,574.93,3012.04,8.75,Very Low Risk
32,Male,Black African,Bachelor's,Retail,50,8570,3321.23,1223.79,1654.88,4289.88,505.52,1681.6,12171.37,50.06,Critical Risk
33,Male,Black African,High School,Construction,30,10965,3933.41,1133.41,1938.38,4199.6,2174.23,2044.25,13249.06,38.3,Critical Risk
31,Male,Black African,Bachelor's,Mining,40,30015,9291.52,3863.62,5542.15,2146.68,2810.69,4671.71,25515.68,7.15,Very Low Risk
29,Female,Black African,Diploma,Education,40,28419,11008.71,3886.07,5273.99,14494.39,1672.74,4388.2,39051.36,51.0,Critical Risk
27,Female,Black African,High School,Healthcare,20,14171,4396.33,1859.37,2159.32,4550.1,1375.11,2655.96,15621.07,32.11,High Risk
33,Male,White,High School,IT,40,33068,11645.27,4192.0,6178.79,9817.27,1822.93,6024.31,37857.64,29.69,Moderate Risk
29,Female,White,Diploma,Finance,30,20187,6463.53,2646.68,3261.62,1365.26,2960.77,3712.85,17449.95,6.76,Very Low Risk
33,Female,Black African,High School,Retail,45,3000,936.29,353.12,564.49,1664.72,233.67,527.15,4045.77,55.49,Critical Risk
26,Male,Black African,Bachelor's,Construction,40,6581,2054.75,797.86,1088.59,842.75,1474.02,1217.3,6001.25,12.81,Very Low Risk
29,Male,Black African,Bachelor's,IT,45,29824,11529.6,3560.99,4613.09,11944.48,5847.86,5843.08,37491.24,40.05,Critical Risk
31,Female,Coloured,High School,Retail,45,5299,1772.94,683.57,955.07,646.88,1204.32,907.91,4966.37,12.21,Very Low Risk
33,Female,Black African,Diploma,Healthcare,45,8201,2749.78,1182.87,1635.76,3643.87,932.57,1639.76,10852.03,44.43,Critical Risk
25,Male,Black African,High School,Healthcare,40,12653,4662.95,1564.37,1913.61,5061.97,2803.64,2219.23,15422.14,40.01,Critical Risk
31,Male,Black African,Diploma,Mining,45,47709,18280.88,5737.35,7196.34,4292.63,10290.73,7716.22,43223.42,9.0,Very Low Risk
29,Male,Black African,Diploma,Mining,40,26514,10126.86,3549.7,4220.68,3956.57,1773.17,4972.16,26825.96,14.92,Very Low Risk
31,Female,Black African,Bachelor's,Retail,30,11559,4216.38,1270.43,1812.21,5433.83,2060.56,2118.95,14851.8,47.01,Critical Risk
33,Male,Indian/Asian,Diploma,Retail,45,9546,3548.99,1380.52,1779.37,5167.19,2168.83,1648.45,13524.51,54.13,Critical Risk
23,Male,Indian/Asian,Bachelor's,IT,40,20402,7377.03,2812.33,3675.69,5154.61,4213.26,3842.43,22862.08,25.27,Moderate Risk
33,Female,Black African,Bachelor's,Mining,45,27925,10700.42,3280.92,4303.82,8344.02,5364.45,5485.8,32114.99,29.88,Moderate Risk
33,Female,Black African,Diploma,Construction,40,15353,5135.0,1695.24,2392.16,3105.84,2304.48,2351.76,14680.01,20.23,Low Risk
26,Male,White,Diploma,Construction,20,11342,3672.58,1496.9,2133.05,6614.32,2683.8,2196.76,16113.62,58.32,Critical Risk
30,Male,Black African,Bachelor's,Healthcare,45,29473,9421.49,4360.8,4734.31,6658.17,6600.55,5084.07,30258.84,22.59,Moderate Risk
25,Female,Black African,High School,Education,20,13141,4735.48,1888.73,2067.2,1242.37,2293.93,2312.51,12246.3,9.45,Very Low Risk
32,Male,Black African,Bachelor's,IT,20,17517,5670.38,1819.33,2676.52,3169.85,1062.47,2659.31,15995.4,18.1,Low Risk
27,Male,Indian/Asian,Bachelor's,IT,40,41210,12898.6,4693.21,7814.86,12958.04,9185.61,6614.82,44979.53,31.44,High Risk
22,Female,Black African,High School,Finance,40,18382,7287.54,2469.94,3622.33,4412.2,4287.15,3402.9,21194.9,24.0,Moderate Risk
30,Male,Black African,PhD,Construction,40,30635,10348.63,3894.79,5885.16,9618.54,1969.21,5218.1,34965.22,31.4,High Risk
22,Female,White,High School,Education,40,12726,4955.62,1396.47,1917.94,5244.48,2136.97,2130.35,15644.86,41.21,Critical Risk
26,Female,Black African,Master's,Healthcare,40,13328,4937.25,1909.94,2164.93,2959.73,994.33,2048.84,14020.7,22.21,Moderate Risk
25,Male,Coloured,High School,IT,30,28182,9436.59,4178.99,5366.03,8591.27,4141.39,5251.97,32824.85,30.48,High Risk
